listing_key,name,category,subcategory,community,region,lat,lon,tier,website,address,price_band,ownership,notability,rider_delight,indigenous_role,osm_id,origin,google_place_id,google_place_id_match_km,wow_evidence,description
c1d03e2d1d,Starbucks,Food & Drink,Fast Food / Chain,Burnaby,"Vancouver, Coast and Mountains",49.2657613,-123.004848,welcoming,https://www.starbucks.com/,"4415 Skyline Drive, Burnaby",Cheap eats,Global chain,,,,n7022244515,chain,,,,
c1d09ec2c1,Royal Oak Restaurant,Food & Drink,Restaurant,Surrey,"Vancouver, Coast and Mountains",49.1643458,-122.7977651,info,https://royaloakrestaurant.com/,"15336 Fraser Highway, Surrey, BC V3R 3P5",Casual,Buy BC (independent),1,,,n11811129033,osm,,,"Greek restaurant on Fraser Highway in Surrey, offering dine-in, takeout, and catering","Royal Oak is a Greek restaurant on Fraser Highway in Surrey, offering dine-in, takeout, and catering services. It operates under the tagline 'Let us do the Cooking!' and presents itself as a neighbourhood Greek dining destination. Touring cyclists on the Fraser Highway corridor will find a sit-down meal or takeout option here."
c1d45dfd74,Backroads Brewery,Food & Drink,Brewery / Pub,Nelson,Kootenay Rockies,49.4916187,-117.2944981,welcoming,https://backroadsbrewing.com,"460 Baker Street, Nelson, V1L 4H8",Casual,Buy BC (independent),2,,,n4913808221,osm,ChIJKSIM36W2fFMRQU_1YO4g0HU,0.5,"award-winning craft brewery... Baker Street in downtown Nelson, BC","Backroads Brewing is an award-winning craft brewery founded in 2017 on historic Baker Street in downtown Nelson, BC, producing small-batch ales and lagers with a constantly rotating tap list. The taproom showcases local art and a patio, giving it a character the website describes as 'unique to Nelson.' Food is available on-site through a partnership with The Block Railtown sandwich menu plus bar snacks, and beer can be taken away via growler fill or online order."
c1d49aa4f3,Ono Poké & Grill,Food & Drink,Fast Food / Chain,Victoria,Vancouver Island,48.4458366,-123.3357143,welcoming,https://onopoke.ca/,,Cheap eats,Buy BC (independent),1,,,n12185957952,osm,ChIJwW-VEYJzj1QRKVtKclQS7v8,3.7,four shopping-centre locations across the city...takeout and Uber Eats ordering are confirmed,"Ono Poké is a Victoria-based Hawaiian poké bar with four shopping-centre locations across the city, founded by a restaurateur who discovered traditional Hawaiian poké on a trip to the islands and set out to recreate that experience on the West Coast. The menu centres on customizable ahi tuna bowls marinated in house shoyu blends, alongside Hawaiian hot plates like Loco Moco and Garlic Shrimp. It's a fast-casual, build-your-own concept with a broad range of dietary accommodations, making it a practical and flavourful refuelling stop for cyclists passing through Victoria's commercial centres."
c1d53570cd,Sproat Lake Landing,Accommodation,Hotel / Motel,Kleecoot,Vancouver Island,49.2854117,-124.976154,info,https://sproatlakelanding.com/,10695 Lakeshore Road,Upscale,Buy BC (independent),1,,,n5924616257,osm,ChIJGYGb5b5XiFQRUEBnNWq9FYc,0.0,two onsite saunas operated by Triple Peak Sauna Co.,"Sproat Lake Landing is a lakeside resort hotel on Sproat Lake, positioned along the popular Port Alberni to Tofino corridor on Vancouver Island. The property features multiple lake-view room types, Drinkwaters Lounge, Della's Coffee Shop & Grocery, and two onsite saunas operated by Triple Peak Sauna Co. The resort markets itself as the best stop on the way to Tofino, making it a natural rest point for cyclists traversing this route."
c1d89aa02f,Camp Café,Food & Drink,Café / Coffee,Silverton,Kootenay Rockies,49.9503076,-117.356581,welcoming,https://www.silvertoncampcafe.com,"206 Lake Avenue, Silverton, BC V0G 2B0",Cheap eats,Buy BC (independent),2,,,n4337763093,osm,ChIJP7-4kfSCfFMR2PE7ARK0x0I,0.0,explicitly describes itself as bike friendly. Staff can provide maps and day-trip inspiration for cyclists … gateway to Valhalla Provincial Park,"Camp Café occupies a heritage building in Silverton (constructed between 1903 and 1906) and serves freshly baked grab-and-go food made with local, organic, and farm-fresh ingredients. Situated at the gateway to Valhalla Provincial Park on the shores of Slocan Lake, it positions itself as a launching point for outdoor adventures and explicitly describes itself as bike friendly. Staff can provide maps and day-trip inspiration for cyclists exploring the surrounding Slocan Valley."
c1e43c4d54,City Centre Spirits,Groceries,Liquor Store,Courtenay,Vancouver Island,49.6893252,-124.9978074,info,https://www.citycentrespirits.com/,"315 8th Street, Courtenay, BC",,Buy BC (independent),1,,,w246097544,osm,,,locally owned liquor store in Courtenay that has been serving the community since 2003,"City Centre Spirits is a small, locally owned liquor store in Courtenay that has been serving the community since 2003. The shop emphasizes hand-selected quality products over sheer volume, and actively stocks locally produced spirits, wines, and beers from the region. A VIP loyalty program rewards repeat customers with points redeemable for in-store discounts and merchandise."
c1e89f7496,McDonald's,Food & Drink,Fast Food / Chain,Vancouver,"Vancouver, Coast and Mountains",49.2331055,-123.0657587,welcoming,https://www.mcdonalds.com/ca/en-ca.html,,Cheap eats,Global chain,,,,n700544633,chain,ChIJO1V_sWZxhlQR69RUQ1rHcb0,1.6,,
c1ee4d04e2,Pizza Hut,Food & Drink,Fast Food / Chain,Delta,"Vancouver, Coast and Mountains",49.0311157,-123.0691808,info,https://www.pizzahut.ca/huts/ca-1/R47101/,1559 56 Street,Cheap eats,Global chain,,,,n6720621575,chain,,,,
c1f0bf10df,Tetsa River Lodge,Accommodation,Resort,Fort Nelson,Northern British Columbia,58.6526325,-124.2356192,info,https://tetsariver.com,"Mile 375 Alaska Highway, V0C 1R0",Budget,Buy BC (independent),2,,,n11897539785,osm,ChIJS8uz5Txc7lMRuiXlw0Beax4,0.1,three-generation family-run lodge...welcoming travellers since 1942...Cinnamon Bun Centre of the Galactic Cluster,"A three-generation family-run lodge and campground at Historic Mile 375 of the Alaska Highway, Tetsa River Lodge has been welcoming travellers since 1942 and is widely celebrated as the 'Cinnamon Bun Centre of the Galactic Cluster.' Five self-catering rustic cabins, 30 RV sites with power and water, and open tent camping occupy a quiet wilderness setting alongside the Tetsa River. An on-site gift shop and café offers freshly baked cinnamon buns, artisan meats, homemade bread, and daily soup — all made on premises."
c1f3c7997a,Co-op Convenience Store,Groceries,Convenience Store,Central Saanich,Vancouver Island,48.5657197,-123.4384131,info,https://www.peninsulaco-op.com/,,,Buy BC (independent),,,,n10156043219,chain,,,,
c1f80721ed,Wendy's,Food & Drink,Fast Food / Chain,Nanaimo,Vancouver Island,49.2337399,-124.0435809,info,https://www.wendys.com/,,Cheap eats,Global chain,,,,w1164963253,chain,,,,
c1fb9af7ec,Myra Canyon Lodge,Accommodation,Hotel / Motel,Myra,Thompson Okanagan,49.8102163,-119.378424,info,https://www.myracanyon.com,4675 June Springs Road,Upscale,Buy BC (independent),2,,,n7910188490,osm,ChIJ3YJtZa-OfVMRTCw5VWBWROA,0.0,directly adjacent to the legendary Kettle Valley Railway trestles,"A family-run ranch lodge with four guest suites situated 20 minutes above Kelowna at the edge of Myra-Bellevue Provincial Park, directly adjacent to the legendary Kettle Valley Railway trestles. The Kurz family lives on-site alongside goats, horses, chickens, and dogs, creating a working-ranch atmosphere with private decks and valley views. No televisions (except one suite), campfires, and morning animals make it a genuinely unhurried base for exploring the Myra Canyon trestle route."
c204a1d78b,King Taps,Food & Drink,Restaurant,Langley,"Vancouver, Coast and Mountains",49.1139775,-122.6692581,welcoming,https://kingtaps.com/,"6141 200 Street, Langley, V2Y1A2",Casual,Buy BC (independent),0,,,n12703669776,osm,,,multi-location Canadian restaurant and bar chain,"King Taps is a multi-location Canadian restaurant and bar chain with a Langley outpost in the Willowbrook area, serving 40+ draft taps of regional and international craft beers alongside handmade pizzas and Italian-inspired North American food. The space includes an all-season patio and expansive lounge suited to groups and events, with weekend brunch service also on offer. Touring cyclists will find a lively full-service stop with online ordering and a full bar program anchored by locally sourced brews."
c207ced311,Hongdae Korean Restaurant,Food & Drink,Restaurant,Coquitlam,"Vancouver, Coast and Mountains",49.246375,-122.8923249,info,https://hongdaebuljok.ca/,"403 North Road, Unit 101, Coquitlam, BC",Casual,Buy BC (independent),1,,,n10563767236,osm,,,"specializing in jokbal (braised pig's trotters), advertised as freshly prepared daily","Hongdae Korean Restaurant is a Korean eatery in Coquitlam specializing in jokbal (braised pig's trotters), advertised as freshly prepared daily. Located at the intersection of North Road and Lougheed Highway, it offers indoor seating and online ordering. The late closing time makes it a viable stop for cyclists finishing a long evening ride."
c2093842eb,The Pie Hole,Food & Drink,Café / Coffee,Langley,"Vancouver, Coast and Mountains",49.1039021,-122.6534089,welcoming,https://www.thepiehole.com/,"20534 Fraser Hwy, Langley, BC V3A 4G2",Cheap eats,Buy BC (independent),2,,,n12863141188,osm,,,"featured on Diners, Drive-Ins and Dives; founder celebrated as 'Canada's Pie Queen'; three BC locations","The Pie Hole is a beloved BC pie bakery founded by Jenell Parsons in 2011, growing from farmer's markets and food truck festivals to three brick-and-mortar locations, including this Langley outpost on Fraser Highway. The shop offers an extensive rotating menu of both sweet and savoury pies — from Vietnamese Coffee and Fat Elvis to Thai Chicken and Steak & Stout — alongside vegan and gluten-free options. Founder Jenell Parsons is widely celebrated as 'Canada's Pie Queen' and has been featured on Diners, Drive-Ins and Dives."
c20ea4b5ad,Walmart,Groceries,Grocery Store,Trail,Kootenay Rockies,49.0845422,-117.6211725,info,https://www.walmart.ca/en/stores-near-me/trail-bc-1011,,,Global chain,1,,,w646746079,osm,,,"Walmart Supercenter Store 1011 in Trail, BC... likely one of the largest retail stores in the immediate region","Walmart Supercenter in Trail, BC (Store 1011) is a large-format retail store serving the Kootenay region. It stocks a full grocery department alongside electronics, clothing, toys, and furniture, making it a comprehensive resupply stop for touring cyclists passing through the area. Trail is a small city in the southern Interior, and this Walmart is likely one of the largest retail stores in the immediate region."
c2119f2384,Wendy's,Food & Drink,Fast Food / Chain,Mission,"Vancouver, Coast and Mountains",49.1336511,-122.3401311,info,https://www.wendys.com/,"31999 Lougheed Highway, Mission, V2V 0K1",Cheap eats,Global chain,,,,w1201845597,chain,,,,
c212d65411,Silkscarf Winery,Food & Drink,Winery / Cidery,Summerland,Thompson Okanagan,49.5761739,-119.6491921,info,https://silkscarf-winery.com/,"4917 Gartrell Rd, Summerland, BC V0H1Z4",Casual,Buy BC (independent),1,,,n9197935063,osm,ChIJJeC3mY9kglQRejIRZof2A2s,0.0,family boutique estate winery that has operated under the same founding proprietors and winemakers since 2004,"Silkscarf is a family boutique estate winery that has operated under the same founding proprietors and winemakers since 2004, making it one of the longer-running family wineries in the Okanagan. The estate cultivates over 10 varieties across 10-plus acres of class-1 terroir on the Summerland Bench Sub-GI, with a declared commitment to sustainable farming. Touring cyclists on the Naramata–Summerland bench roads can stop for a tasting and browse an extensive library collection of older vintages."
c21996147b,Okanagan Landing Plaza,Groceries,Grocery Store,Vernon,Thompson Okanagan,50.2556979,-119.3090075,info,http://www.buy-lowfoods.com/,,,Buy BC (independent),,,,n11717531699,chain,,,,
c219f6655e,Squirrel Cove General Store,Groceries,Convenience Store,Squirrel Cove,Vancouver Island,50.1177623,-124.9129186,info,,,,Buy BC (independent),1,,,n6783086027,osm,ChIJFeiR0FJRfVQR5LdIVkLx5xo,0.0,"general groceries, liquor, laundromat services, and shower facilities","Squirrel Cove General Store is a multi-purpose community facility offering general groceries, liquor, laundromat services, and shower facilities. The combination of showers and basic supplies makes it a practical stop for touring cyclists needing to refresh and clean up."
c21d1db5b6,Linh Café,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2746748,-123.129537,welcoming,https://www.linhcafe.com/,"1428 Granville Street, Vancouver, V6Z 1N2",Upscale,Buy BC (independent),1,,,n9112129053,osm,,,Chef-owner Tai Nguyen trained at several acclaimed French restaurants in Vancouver,"Linh Café is a casual French-Vietnamese restaurant in Vancouver's Beach District, tucked under the Granville Bridge at the corner of Pacific and Granville Streets. Chef-owner Tai Nguyen trained at several acclaimed French restaurants in Vancouver before merging his Vietnamese heritage with classical French technique — resulting in a menu that spans salad rolls and pho-adjacent comfort alongside foie gras, steak tartare, and Beef Wellington using locally sourced BC and Alberta ingredients. The restaurant opened in 2014 and relocated to its current Granville Street home in 2021."
c226bd26a6,Murray Lake North Recreation Site,Camping,Public Campground,Brookmere,Thompson Okanagan,49.8021025,-121.0050807,info,https://www.sitesandtrailsbc.ca/resource/REC1725,"Thompson-Nicola, BC V0X 1W0, Canada",,Provincial rec site,1,,,n3385463601,camping_only,ChIJ-TfNHtx9gVQR9t3tPxU3CwA,0.0,no confirmed water or amenities on site,"Free, open and sunny rec site on a small picturesque interior lake with a good boat launch, reached via the Juliet Creek FSR off the Coquihalla Highway; no confirmed water or amenities on site."
c227e68fb3,Kuma,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2560724,-123.1849106,welcoming,https://www.facebook.com/kumajapanese,3446 Dunbar Street,Casual,Buy BC (independent),0,,,n1106843159,osm,,,A Japanese restaurant located on Dunbar Street in Vancouver,A Japanese restaurant located on Dunbar Street in Vancouver.
c22b3b8590,Japan Sushi,Food & Drink,Restaurant,Langley,"Vancouver, Coast and Mountains",49.1633979,-122.6372589,welcoming,https://www.japansushi.ca/,"403-8840 210 Street, Langley, BC V1M2Y2",Casual,Buy BC (independent),0,,,n12187405654,osm,,,sushi-focused Japanese restaurant in Langley,"Japan Sushi is a sushi-focused Japanese restaurant in Langley offering online ordering and takeout service. Located in the city center, it's accessible to touring cyclists seeking convenient, casual Japanese cuisine options. The restaurant specializes in sushi and provides quick service for travelers."
c22d1e9642,Robson Wine Beer + Spirits,Food & Drink,Winery / Cidery,Vancouver,"Vancouver, Coast and Mountains",49.2796765,-123.116951,welcoming,https://robsonwinebeerandspirits.com/,"425 Robson Street, Vancouver",Cheap eats,Buy BC (independent),1,,,n3898779285,osm,ChIJ2393Y35xhlQRPoKtkRH9z0o,2.1,"artisan-focused selection of BC craft beers, local estate wines, and small-batch spirits","Robson Wine Beer + Spirits is a 3,000 square foot specialty liquor retail store in the heart of downtown Vancouver, stocking an artisan-focused selection of BC craft beers, local estate wines, and small-batch spirits alongside international imports. Staff 'Guides' are available to help with selections, and in-store tasting is offered. Its location at Robson and Homer Streets makes it a convenient stop for touring cyclists seeking local BC beverages to take home or to their accommodation."
c23839404d,Salt Chuck Pie Company,Food & Drink,Fast Food / Chain,Victoria,Vancouver Island,48.4353876,-123.3749474,welcoming,https://saltchuckpies.com/,"360 Bay Street, V8T 1P7",Cheap eats,Buy BC (independent),1,,,w1466146906,osm,,,"Victoria bakery cafe specializing in hot, savoury pies made in the Australian and New Zealand tradition","Saltchuck Pie Company is a Victoria bakery cafe specializing in hot, savoury pies made in the Australian and New Zealand tradition — tender flaky pastry filled with local ingredients like steak, chicken, lamb, and seasonal produce. Located in the Rock Bay neighbourhood near the Bay Street bridge, the menu rotates daily to reflect Vancouver Island's seasonal bounty. The business also operates a food truck that appears at festivals and events throughout Southern Vancouver Island."
c23884e2c2,Borrow Pit 1,Camping,Private Campground,Fort Nelson,Northern British Columbia,58.1423262,-122.6799274,info,,"Northern Rockies A, BC V0C 2V0, Canada",,Private,,,,n13651206489,camping_only,ChIJexaRtQ5H7FMRp_aAJGe4YbE,0.0,,
c23aa81fa1,CoCo Fresh Tea & Juice,Food & Drink,Café / Coffee,Burnaby,"Vancouver, Coast and Mountains",49.220423,-122.973346,info,https://www.cocobubbletea.ca/,"6231 Kingsway, Burnaby, V5J 0H3",Cheap eats,Global chain,,,,n7016378132,chain,,,,
c23dcc54f4,Hara Sushi,Food & Drink,Restaurant,Sooke,Vancouver Island,48.3777123,-123.7221351,info,https://harasushisooke.com/,"6661 Sooke Rd #105, Sooke, BC (Village Food Market)",Casual,Buy BC (independent),1,,,n5839282415,osm,,,"fresh, locally sourced ingredients — reviewers note fish caught the same day","Hara Sushi is a licensed Japanese and Korean restaurant located in the Village Food Market in central Sooke, BC. The kitchen emphasizes fresh, locally sourced ingredients — reviewers note fish caught the same day — and the small but efficient operation has earned a strong local reputation. A touring cyclist stopping in Sooke will find both dine-in and take-out options served by attentive staff."
c23e0c3bee,McDonald's,Food & Drink,Fast Food / Chain,Courtenay,Vancouver Island,49.6831273,-124.9898021,welcoming,http://www.mcdonalds.ca/,1799 Cliffe Avenue,Cheap eats,Global chain,0,,,w121158696,osm,ChIJa5fX_3cUiFQRD8fty4BV9OU,0.0,globally recognized fast-food chain,"McDonald's is a globally recognized fast-food chain offering burgers, chicken sandwiches, breakfast items, and McCafé beverages. This Cliffe Avenue location serves the Courtenay area of Vancouver Island and includes a drive-through alongside dine-in and takeout service. It is a reliable, predictable food stop for touring cyclists passing through the Comox Valley corridor."
c2479be1e1,Minerva,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2347896,-123.1617089,welcoming,https://minervas.ca/,"2411 West 41st Avenue, Vancouver",Casual,Buy BC (independent),1,,,n5759788848,osm,,,family-owned landmark in Vancouver's Kerrisdale neighbourhood since 1975,"Minerva's has been a family-owned landmark in Vancouver's Kerrisdale neighbourhood since 1975, serving hand-pressed pizzas, charbroiled steaks, hearty pastas, and traditional Greek dishes. The restaurant features a cozy dining room alongside a lounge and patio with happy hour specials, and supports takeout and delivery for those on the go. Its central west-side location makes it a potential refuelling stop for cyclists exploring the Arbutus Greenway corridor or the broader neighbourhood."
c248e60bd0,Kiišḥniqʷus Conservancy,Attractions,Park / Nature,Mooyah Bay,Vancouver Island,49.5649873,-126.341309,info,,,Free,Public,1,1,,a39319363,osm,,,Remote west-coast conservancy; no described access.,"Kiišḥniqʷus Conservancy is a protected nature conservancy on Vancouver Island in British Columbia, situated in the traditional territories of First Nations peoples along the west coast of the island. As a BC Parks conservancy, it preserves natural ecosystems while permitting low-impact recreational activities. Its remote wilderness setting makes it a destination for touring cyclists exploring the wilder reaches of Vancouver Island."
c24bc9b9da,Haunted Manor Mini-Golf & Ping-Pong,Food & Drink,Brewery / Pub,Victoria,Vancouver Island,48.4260513,-123.3641865,welcoming,https://www.hauntedmanorvictoria.com/,"711 Yates Street, Victoria, BC V8W 1L6",Casual,Buy BC (independent),1,,,n11289255170,osm,ChIJYzVk1Nt1j1QR9zZ3CZqLc8o,0.3,18-hole mini-golf course theatrically set inside a haunted manor... private licensed ping pong lounges serving alcoholic and non-alcoholic beverages alongside food,"Haunted Manor is a year-round immersive indoor entertainment venue in downtown Victoria featuring an 18-hole mini-golf course theatrically set inside a haunted manor, with seasonal Halloween and Christmas overlays that bring new storylines, lighting, and set decor. The venue includes private licensed ping pong lounges serving alcoholic and non-alcoholic beverages alongside food such as brick-oven pizzas, making it a group-friendly stop for cyclists exploring the city. Reservations are strongly recommended as the venue frequently books out days in advance."
c24c41f44e,Kokoro Tokyo Mazesoba,Food & Drink,Restaurant,Burnaby,"Vancouver, Coast and Mountains",49.2668326,-123.0063067,welcoming,http://menyakokoro.com/,"106-1901 Rosser Ave, Burnaby, BC V5C 6R6",Casual,Buy BC (independent),0,,,n10046261686,osm,,,"internationally expanding brand, now operating across Canada, Singapore, the Philippines","Kokoro Tokyo Mazesoba is a Japanese restaurant chain specializing in mazesoba, a rich, broth-free saucy noodle dish that originated in Nagoya and was popularized in Tokyo by founder Takuma Ishikawa when he opened his first shop in 2014. The Brentwood location is one of several BC outposts of this internationally expanding brand, now operating across Canada, Singapore, the Philippines, and beyond. Touring cyclists will find a full menu of mazesoba, ramen, rice bowls, gyoza, and soft-serve ice cream, with confirmed vegan and vegetarian options."
c24e4609d3,The Pony Restaurant,Food & Drink,Café / Coffee,Pemberton,"Vancouver, Coast and Mountains",50.3210859,-122.8056242,welcoming,http://www.ponyespresso.ca,"1392 Portage Road, Pemberton, V0N 2L0",Cheap eats,Buy BC (independent),0,,,n1786959646,osm,ChIJY5RJRaM1h1QRxwH54VwLN7U,0.0,,"Pony is an OSM-tagged cafe located in Pemberton, BC, a small mountain community north of Whistler along the Duffy Lake Road corridor. No verified website content is available to describe the business further, as the listed domain has been squatted by an unrelated content site."
c251c29e14,Sea to Sea Regional Park,Attractions,Park / Nature,Sooke,Vancouver Island,48.4282462,-123.6880232,info,https://www.crd.ca/parks-recreation/find-park-or-trail/sea-sea-regional-park,,Free,Public,2,1,,a4442131,osm,,,Large CRD wilderness park in the Sooke Hills green corridor — regionally significant but no road-accessible visitor feature for a touring rider.,"Sea to Sea Regional Park is a wilderness nature reserve managed by the Capital Regional District in the hills above Sooke on southern Vancouver Island. It forms part of a green corridor linking regional parks and wilderness areas accessible from the Greater Victoria region. The park is listed in the CRD's regional parks and trails network, making it a potential destination or waypoint for touring cyclists exploring the Sooke area."
c25c23217c,Prunus,Food & Drink,Café / Coffee,Richmond,"Vancouver, Coast and Mountains",49.1639461,-123.1339598,welcoming,https://prunusshop.com/,"105-6833 Buswell St, Richmond BC V6Y 0L3",Cheap eats,Buy BC (independent),0,,,n13295135482,osm,,,tableware showroom & Coffee,"Prunus is a curated tableware showroom and coffee spot in Richmond, BC, sourcing professionally designed bowls, plates, cups, and glasses from craftsmen worldwide. The shop carries both handmade artisan pieces and precision-crafted brand collections selected for quality, functionality, and aesthetic integrity. Touring cyclists passing through Richmond can stop for a coffee while browsing a calm, gallery-like retail space."
c26ffb18c1,Royston House B&B,Accommodation,B&B / Inn,Royston,Vancouver Island,49.652218,-124.955423,info,https://www.roystonhouse.ca/,"3700 Hilton Road, Courtenay (Royston), BC V9N 9T4",Rock-bottom,Buy BC (independent),1,,,w891764307,osm,ChIJ2bOcOqQUiFQRujfy2eKnbPI,0.0,fronts directly onto the Royston Waterfront Trail along Comox Bay,"Royston House B&B is a carriage-house loft suite set on 2+ park-like acres in the seaside community of Royston, just outside Courtenay on Vancouver Island. The property fronts directly onto the Royston Waterfront Trail along Comox Bay, and is recognised as a Canadian Wildlife Certified Backyard Habitat with woodlands, ponds, and deer trails. Guests stay in a self-contained suite with a private entrance and covered ocean-view deck, and breakfast is served in a glass-enclosed plant solarium."
c27843cc4d,Megabite,Food & Drink,Fast Food / Chain,Burnaby,"Vancouver, Coast and Mountains",49.2540187,-122.918565,info,https://www.megabitepizza.com/,,Cheap eats,Buy BC (independent),0,,,n7882223628,osm,,,BC-based pizza franchise chain with outlets across the Greater Vancouver area,"Megabite Pizza is a BC-based pizza franchise chain with outlets across the Greater Vancouver area. The menu spans pizzas, wings, poutine, chicken rolls, cheese sticks, and beverages, providing a substantial calorie stop for cyclists. Catering orders can be placed online for group rides or events."
c279d6f5cf,Zeeka Cafe Bakery,Food & Drink,Café / Coffee,Vancouver,"Vancouver, Coast and Mountains",49.2463646,-123.1014588,welcoming,https://zeekacompany.com/,4377 Main Street,Cheap eats,Buy BC (independent),1,,,n9380472514,osm,ChIJcZTPvKRzhlQRW_J5g1pjAIE,1.9,"artisan bakery and professional culinary school founded 16 years ago... handcrafted wedding cakes, French and Iranian pastries","Zeeka Company is a Vancouver-area artisan bakery and professional culinary school founded 16 years ago by chef Zahra Khodadadi, specializing in handcrafted wedding cakes, French and Iranian pastries, macarons, and danishes. Everything is made from scratch using natural ingredients by chefs trained in France and Iran. The Zeeka Academy arm also offers professional pastry and cake-decorating courses."
c27b6ed95f,Emory Bar RV Park,Camping,Private Campground,Squeah,"Vancouver, Coast and Mountains",49.5187719,-121.4223775,info,http://emorybarrvpark.com/,"28775 Trans Canada HWY, Hope, British Columbia V0X 1L3",,Private,1,,,w1324607983,osm,ChIJq5TYG-36g1QR3aOShv0m8oM,0.2,"Showers and laundromat explicitly listed; Hope River General Store provides restaurant, deli, bakery, and groceries","A privately-run RV park on the Trans-Canada in the Fraser Canyon, 18 km from Hope, set among tall evergreens with mountain views, showers, laundromat, and an adjacent general store with café and smoked salmon. Dry tent sites are available, though the park is oriented toward RVs and the highway setting is busy."
c27d0685c9,Subway,Food & Drink,Fast Food / Chain,Langley,"Vancouver, Coast and Mountains",49.1110781,-122.668262,info,https://www.subway.com/en-CA,,Cheap eats,Global chain,,,,n2737772263,chain,,,,
c27d2f7e3e,Homeslice Cafe & Bakery,Food & Drink,Bakery / Donuts,Vancouver,"Vancouver, Coast and Mountains",49.2379717,-123.155675,welcoming,https://www.homesliceyvr.ca/,"5335 West Boulevard, Vancouver",Cheap eats,Buy BC (independent),1,,,n5759788840,osm,ChIJdVgYHhBzhlQR7Itq0aSQQLs,4.0,"family-owned, made-from-scratch bakery","Homeslice Cafe & Bakery is a family-owned, made-from-scratch bakery on the outskirts of the Kerrisdale neighbourhood in Vancouver. The shop produces breads, loaves, and other baked goods, with pre-orders available online and walk-in shopping during regular business hours. Cyclists passing through the Kerrisdale/Arbutus corridor will find it a welcoming stop for fresh-baked provisions."
c27d47eb5f,Thai Affair Rolled Gelato,Food & Drink,Ice Cream,White Rock,"Vancouver, Coast and Mountains",49.0175072,-122.7927894,info,https://www.thaiaffairgelato.com/,"14970 Marine Drive, White Rock, BC",Cheap eats,Buy BC (independent),1,,,n12815940005,osm,ChIJKwBpnRnDhVQR9qwdtBetR1E,1.2,expanded to Richmond Night Market and several Vancouver park locations,"Thai Affair Rolled Gelato is a seasonal, beach-side stand in White Rock serving Thai-style rolled gelato — a technique where liquid cream is poured onto a frozen plate and rolled into cylinders — in flavours like Tiramisu, Kinder Bueno, and Salted Caramel. Founded in 2017 near White Rock beach, the concept grew out of the founder's travels in Southeast Asia and has since expanded to Richmond Night Market and several Vancouver park locations. Every flavour on the menu is available in a fully vegan version."
c2800a7b76,Mountain City Cycle,Bike Services,Repair Shop,Courtenay,Vancouver Island,49.6916809,-124.9960016,info,https://www.mountaincitycycles.com/,"120 Fifth Street, Courtenay, BC V9N 1J4",,Buy BC (independent),1,,,n2542812559,osm,ChIJvbIWKosTiFQRxpkaCsJ8okA,0.0,"full-service bicycle shop since 1998; stocks Surly Bridge Club purpose-built for loaded touring, racks, fenders, panniers; free walk-in estimates","Mountain City Cycle has been the Comox Valley's full-service bicycle shop since 1998, stocking a broad range of bikes from Giant, Liv, Devinci, and Surly — including the Surly Bridge Club, purpose-built for loaded touring on and off pavement. The repair workshop handles everything from basic tune-ups to suspension overhauls and offers free walk-in estimates on any work. Touring-relevant accessories including racks, fenders, packs, panniers, and hydration gear are stocked in-store and available for local delivery."
c288fdda4a,Bodega Cove,Accommodation,Resort,North Galiano,Vancouver Island,48.9682167,-123.5550638,info,https://www.bodegaridge.com/,"120 Manastee Rd, Galiano Island",Upscale,Buy BC (independent),2,,,n12605413585,osm,ChIJn7r5sq9Vj1QRPOXwvI1uWYA,0.0,22-acre destination resort... waterfront cabin section... overlooking the Salish Sea,"Bodega Cove is the waterfront cabin section of the Bodega Ridge resort on the wild north end of Galiano Island, offering one- and two-bedroom seaside log cabins overlooking the Salish Sea. Each cabin features rustic wood finishes, a wood-burning fireplace, soaker tub, private cedar deck, and a fully equipped kitchen. The property includes The Pink Geranium Café and General Store on-site, and is part of a broader 22-acre destination resort that hosts retreats and weddings."
c28bc8cfa1,7-Eleven,Groceries,Convenience Store,Cranbrook,Kootenay Rockies,49.5181184,-115.7624079,info,https://stores.7-eleven.ca/store/26293,,,Global chain,,,,n4412556590,chain,,,,
c28cf272d2,Jackknife brewing,Food & Drink,Brewery / Pub,Kelowna,Thompson Okanagan,49.8963377,-119.4875432,info,https://jackknife.beer/,"727 Baillie Ave, Kelowna, BC V1Y 7E9, Canada",Casual,Buy BC (independent),2,,,n10710925505,osm,ChIJseKqwjzzfVMRvXA0RNO8_hg,1.1,"World Beer Cup silver in 2024... locally foraged ingredients like spruce tips, juniper, and wild berries","Jackknife Brewing is a punk-metal-inspired craft brewery and pizzeria in Kelowna, BC, celebrated for experimental beers brewed with centuries-old Nordic Kveik farmhouse yeasts and locally foraged ingredients like spruce tips, juniper, and wild berries — earning a World Beer Cup silver in 2024. The space doubles as an intimate live music venue they call 'the dungeon,' hosting regular metal and rock shows. Touring cyclists can refuel on classic New York-style pizza alongside creative, award-winning ales."
